,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
1054268,70409,2013-06-17 19:08:55,5,219,,,219,59817,3,3.5,0,1.95,0.4428,0.0,3,219.0,0,7772,3,25,4,0,2,1,,471.87,1,,,,,1.0,,,,,,,,,,,,,,,,,,,,1,,0
3512076,235802,2013-02-18 07:31:52,14,100,,,100,25222,3,4.0,1,2.2,0.0096,5.01,7,97.95,0,2142,1,16,1,1,1,0,,435.41,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1591083,106898,2012-11-22 23:25:07,15,55,,,55,64433,4,3.5,1,3.81,0.0034,5.21,19,175.33,1,10979,1,72,1,0,1,1,,,0,,,,,,,,,,,,,-1.0,0.0,12.0,,,,-1.0,0.0,12.0,,,,0,,0
2878178,193271,2012-12-01 01:44:52,5,219,,,219,30860,3,4.5,1,1.1,,4.83,27,93.0,0,1671,1,30,2,0,1,0,,53.84,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
4665052,312954,2013-03-07 12:14:50,12,99,,,31,80953,4,3.5,0,1.1,0.0326,4.72,7,85.19,0,19138,4,46,3,2,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3331443,223695,2013-01-07 23:32:34,32,220,,,100,71739,3,3.5,1,4.45,0.39899999999999997,4.99,18,151.24,1,12454,4,121,2,0,1,0,,7380.96,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3689571,247731,2013-03-08 13:34:21,15,55,,,99,107958,2,3.5,1,5.34,0.0107,4.95,30,128.36,0,13292,2,74,2,0,2,0,,,0,-1.0,0.0,6.0,,,,,,,,,,-1.0,0.0,9.0,-1.0,0.0,14.0,,,,,,,0,,0
3291616,221024,2012-11-29 10:52:50,5,219,,,219,63340,3,4.0,1,1.1,0.005,4.76,27,93.0,0,25565,2,1,1,0,1,1,,,0,,,,,,,,,,,,,1.0,0.0,4.0,,,,,,,,,,0,,0
3901015,261836,2013-06-23 18:28:01,16,31,,,31,58897,3,3.0,0,2.71,,0.0,19,156.15,0,27232,7,27,2,1,1,0,,166.16,0,,,,,,,,,,,,,-1.0,0.0,10.0,,,,,,,,,,0,,0
4794293,321694,2013-05-06 11:47:44,5,219,2.0,118.2,219,8678,2,4.0,1,2.08,,4.4,7,78.0,1,21241,2,60,2,0,1,1,,,0,,,,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,0,,0
37471,2520,2013-03-05 05:49:08,5,219,,,31,63957,0,0.0,0,3.53,,0.0,16,85.0,0,27966,5,62,2,0,1,0,,5357.27,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
611488,40842,2013-02-16 11:40:43,32,220,,,39,135753,4,4.5,1,4.62,0.0664,5.78,19,323.58,0,15122,5,35,2,0,1,0,,3767.45,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3669078,246345,2013-06-26 07:06:39,24,216,,,216,109751,4,0.0,0,4.14,,0.0,27,99.23,1,7966,2,36,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1519658,101916,2013-05-19 17:33:36,15,55,,,31,61824,3,5.0,0,1.39,0.0022,4.99,34,68.26,0,14358,1,38,1,0,1,0,,,0,,,,,,,,,,,,,1.0,0.0,12.0,-1.0,0.0,10.0,,,,,,,0,,0
3356049,225468,2012-12-03 19:21:52,14,100,,,100,93268,2,3.5,1,1.39,0.0074,4.69,30,89.44,0,18139,1,173,6,0,3,1,,29.11,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1550733,104082,2013-03-16 08:10:18,14,100,,,100,120561,2,4.5,1,2.08,0.1179,4.58,9,87.31,1,10292,2,13,2,0,1,1,,140.26,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
774708,51812,2013-01-17 11:42:24,16,31,,,31,136778,3,3.5,0,4.16,0.2668,4.65,14,41.47,0,23112,1,3,1,0,1,0,,223.27,0,,,,,,,,,,,,,0.0,0.0,14.0,,,,,,,,,,0,,0
1336312,89524,2013-06-19 09:06:00,5,219,,,219,21198,4,4.5,1,3.69,0.0324,0.0,18,179.0,0,23904,2,12,2,0,1,0,,1567.48,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1377176,92235,2012-11-08 19:43:29,24,216,,,99,47522,4,4.0,1,6.01,0.3109,5.81,15,312.41,0,16696,1,14,2,0,2,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
470946,31544,2012-12-16 08:28:18,5,152,,,56,85360,4,4.5,1,5.15,0.0429,5.73,3,191.0,0,16822,2,5,2,0,1,1,,,0,0.0,0.0,6.0,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
27319,1847,2012-11-28 11:25:19,5,219,,,219,36329,3,4.5,0,2.48,,5.58,19,186.0,0,149,3,42,1,0,1,0,,770.42,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
910800,60793,2012-12-20 00:30:10,24,216,,,219,42047,4,4.0,1,2.08,,5.0,30,113.85,0,12449,1,16,2,0,1,1,,,0,,,,-1.0,0.0,21.0,-1.0,0.0,21.0,,,,-1.0,0.0,21.0,,,,,,,-1.0,0.0,21.0,0,,0
1416502,94967,2013-01-16 12:38:35,5,80,,,129,10266,2,0.0,0,0.69,0.0031,4.52,21,77.0,0,26473,1,58,2,0,1,1,,,0,0.0,0.0,6117.0,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
3684612,247383,2013-06-05 21:31:00,5,219,,,219,37818,4,3.5,1,3.95,0.2317,0.0,2,88.0,1,8192,3,3,3,2,2,1,,226.75,0,,,,0.0,0.0,5.0,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,5.0,0,,0
3217145,216047,2013-03-27 23:45:08,5,219,,,219,7541,2,2.0,0,5.12,0.387,4.84,7,93.0,1,8183,6,3,2,0,1,0,,456.6,0,,,,,,,,1.0,,,,,-1.0,0.0,9.0,,,,,,,-1.0,0.0,9.0,0,,0
3182265,213692,2013-01-21 18:49:34,5,219,,,219,91015,3,0.0,0,4.96,,5.35,2,202.0,0,25426,4,122,1,0,1,1,,1246.5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
1665280,111862,2013-05-18 21:54:23,27,138,,,138,97007,4,4.0,1,3.85,0.0094,5.58,12,252.37,0,23276,1,15,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
2209776,148407,2013-06-12 21:20:30,5,219,,,219,122112,5,5.0,1,4.29,0.2668,0.0,27,225.0,0,8192,2,35,2,2,1,0,,1058.1,0,,,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
99865,6690,2013-04-01 10:14:54,24,216,,,164,134461,5,4.5,0,4.72,0.2363,5.17,2,132.91,1,12902,2,7,1,0,1,0,,,0,,,,0.0,0.0,,1.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,,,,,,,,,,0,,0
1156807,77281,2013-03-08 16:10:48,16,31,,,31,27089,4,3.5,0,3.74,0.0193,5.2,26,101.43,1,6785,2,1,2,0,1,1,,1.89,1,,,,,,,1.0,0.0,16.0,,,,0.0,1.0,,0.0,0.0,,0.0,0.0,6.0,1.0,0.0,8.0,0,,0
4385554,294264,2013-03-07 18:14:44,5,219,,,219,32695,2,4.5,1,1.95,0.0076,4.42,30,85.0,0,11667,1,1,1,0,1,1,,82.26,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,93.75,1
1360734,91128,2013-01-20 10:33:18,5,219,,,59,112787,5,5.0,1,1.39,0.0321,6.21,15,294.0,1,1161,4,18,2,0,1,1,,1600.46,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
4512807,302704,2012-11-12 19:04:30,5,219,,,219,64174,4,4.0,1,2.2,,4.75,8,169.0,0,14395,2,2,3,0,2,0,,2450.83,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3155253,211843,2013-06-01 12:06:34,5,219,,,219,44883,2,3.0,0,3.91,0.1575,4.7,9,512.0,0,9358,4,46,2,1,1,0,,94.32,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
326576,21902,2013-06-22 14:38:35,5,219,,,219,39825,3,4.0,1,3.09,0.0078,0.0,34,199.0,0,4562,1,7,2,0,1,1,,230.04,0,,,,0.0,1.0,,,,,-1.0,0.0,14.0,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2768194,185855,2012-12-30 10:03:36,5,219,,,219,4548,3,4.0,0,3.14,0.1077,5.21,22,74.0,0,22620,6,106,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4485460,300936,2012-11-01 06:42:50,5,219,,,219,78414,4,4.5,1,3.33,0.1002,5.2,21,169.0,0,24131,1,0,1,0,1,1,,1715.61,0,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,,,,0,,0
1489342,99843,2013-03-26 20:49:33,12,99,,,99,21102,3,4.0,1,0.69,,4.54,14,83.6,0,19330,1,10,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0,,0
2250861,151086,2013-01-05 01:02:45,5,219,,,219,110190,4,4.0,1,2.3,0.2814,5.43,4,212.0,0,23055,3,47,3,0,1,1,,1468.13,0,,,,-1.0,0.0,2.0,-1.0,0.0,2.0,,,,1.0,0.0,8.0,,,,,,,-1.0,0.0,2.0,0,,0
1580719,106170,2013-04-26 20:49:08,5,219,,,219,100852,3,4.0,1,2.08,0.0831,4.54,30,95.0,0,14684,1,1,2,0,1,1,,59.02,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2035413,136622,2013-03-20 18:17:47,5,219,,,219,1497,4,4.0,1,5.71,0.1012,5.77,10,319.0,0,4562,2,44,1,1,2,1,,232.06,1,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1348448,90328,2013-02-19 20:54:46,15,55,,,55,110636,3,4.0,1,0.69,0.018000000000000002,4.12,29,50.9,0,10583,1,10,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,1.0,0.0,8.0,,,,0,,0
2592950,174085,2013-04-05 12:53:47,15,55,,,55,6912,4,4.5,1,4.5,0.1507,5.16,10,151.84,0,18369,1,0,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
889275,59367,2013-03-27 10:41:35,5,219,,,219,120945,3,4.0,1,2.64,0.0946,4.34,8,250.0,0,15934,2,170,1,0,1,1,,,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
2988549,200674,2013-06-17 11:41:19,5,219,,,70,37690,4,4.5,1,4.09,0.1848,0.0,9,121.0,1,15502,4,118,2,0,1,0,,3814.37,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1849705,124208,2013-02-14 15:17:37,5,219,,,219,30663,3,4.5,1,3.33,0.2786,5.27,31,240.0,0,17038,2,17,2,0,1,0,,812.57,1,,,,-1.0,0.0,4.0,-1.0,0.0,4.0,,,,0.0,0.0,,,,,,,,-1.0,0.0,4.0,0,,0
3749457,251843,2013-05-29 10:52:52,15,55,,,55,7984,4,3.5,1,1.1,,4.86,4,83.22,0,13948,1,16,2,1,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
932881,62265,2013-04-29 15:22:49,5,219,,,31,89783,4,4.0,1,3.81,0.0122,5.35,21,520.0,0,23495,2,52,4,1,1,1,,4712.27,0,,,,,,,,,,,,,1.0,0.0,6.0,1.0,0.0,6.0,0.0,0.0,,,,,0,,0
1771597,118970,2013-02-11 10:52:00,5,219,,,219,97331,3,5.0,1,1.79,0.0449,4.89,2,109.0,0,280,1,5,2,0,1,1,,81.27,1,,,,1.0,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
4575147,306984,2013-02-20 11:40:13,5,219,,,219,3615,2,3.0,1,2.08,0.0924,5.11,18,107.0,1,11173,2,2,1,0,1,1,,712.64,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,7.0,,,,,,,0.0,0.0,,0,,0
3191164,214309,2013-05-07 09:04:26,14,100,,,100,119002,4,4.0,1,4.3,0.2885,5.46,13,218.08,0,6948,2,11,2,0,1,1,,59.93,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,7.0,0,,0
1948053,130791,2013-01-12 11:00:04,22,219,,,219,78973,4,4.0,1,3.78,0.1289,5.48,15,229.0,0,7971,1,8,2,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,13.0,,,,,,,,,,,,,0.0,0.0,,1,,0
2743878,184204,2013-06-07 21:47:15,14,100,,,100,102137,2,3.5,1,1.61,0.0005,0.0,19,116.7,0,20514,3,2,2,2,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3173808,213100,2013-04-29 20:54:27,5,219,,,129,117453,3,4.0,0,2.3,0.0435,4.55,15,67.0,0,14866,1,1,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
2479878,166555,2013-02-21 14:24:11,5,219,,,219,76341,3,4.0,1,1.39,0.0143,4.77,36,110.0,0,15893,1,158,2,0,1,0,,347.24,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1685074,113152,2013-06-10 12:27:41,5,219,,,219,106793,4,4.0,1,2.77,0.0474,0.0,4,109.0,0,12489,1,5,2,2,1,1,,23.17,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
8230,578,2013-03-05 07:19:25,5,219,,,219,35221,3,4.5,1,1.1,,4.77,19,89.0,0,21992,2,45,2,1,1,1,,306.84,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
1812572,121782,2013-01-19 14:29:22,5,219,,,219,89363,0,4.5,1,2.89,0.0645,4.53,15,103.0,0,5562,1,155,2,2,1,0,,375.15,0,,,,,,,,,,,,,,,,,,,,,,,,,1,107.99,1
3310518,222264,2013-04-30 21:24:59,5,219,,,35,115614,4,5.0,0,2.3,0.0077,5.22,32,145.0,0,21207,1,25,2,1,1,1,,3018.23,0,,,,-1.0,0.0,27.0,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
1417301,95027,2013-06-18 11:44:04,5,219,,,219,113183,3,4.5,1,3.43,0.0393,0.0,34,265.0,0,12582,8,29,2,0,1,0,,5057.56,1,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3786827,254325,2013-05-30 19:24:53,5,219,,,219,42265,4,4.0,1,3.53,0.0449,5.14,30,149.0,0,17713,2,12,1,1,1,0,,471.38,0,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
564356,37707,2013-05-11 18:57:31,5,219,,,219,27690,4,4.5,1,1.39,,5.62,8,249.0,0,492,1,0,2,0,1,1,-15.1343,13.29,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,29.0,,,,,,,-1.0,0.0,29.0,0,,0
4761710,319468,2013-03-24 20:29:38,16,31,,,26,38289,5,5.0,1,0.0,0.1429,5.48,1,187.06,0,22630,3,78,2,0,1,0,,1230.59,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1262227,84489,2013-06-25 23:30:57,22,92,,,39,69450,2,2.0,0,4.04,0.0537,0.0,24,92.71,0,15122,3,21,2,0,1,0,,,1,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
3220874,216299,2013-03-11 17:09:41,5,219,,,219,24861,2,3.5,0,1.1,0.0165,4.22,28,67.0,0,10794,1,2,1,0,1,0,,1019.25,0,,,,1.0,0.0,17.0,1.0,0.0,17.0,,,,1.0,0.0,17.0,,,,,,,1.0,0.0,17.0,0,,0
2469345,165819,2013-03-05 12:15:47,5,219,,,219,120170,2,3.5,1,2.4,0.0968,4.34,18,79.0,0,19981,1,25,1,0,1,1,,720.56,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,-1.0,0.0,6.0,1,89.27,1
701679,46933,2012-12-23 06:23:43,5,90,,,219,37706,3,4.0,1,1.95,,4.82,12,127.0,0,22327,7,5,2,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,1.0,,0,,0
3833906,257403,2013-06-24 21:08:44,32,220,,,220,111752,4,4.0,1,5.18,0.4467,0.0,35,206.25,0,10757,2,9,2,0,1,0,,443.54,1,,,,0.0,0.0,,0.0,0.0,5.0,,,,0.0,0.0,,,,,,,,,,,0,,0
272755,18279,2013-06-06 15:46:35,5,219,,,219,83626,2,2.5,1,2.64,0.0035,0.0,6,72.0,0,13216,20,9,2,0,1,0,,867.45,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1471185,98644,2012-11-01 18:34:57,14,100,,,219,55396,3,4.5,1,2.3,0.042,4.98,10,116.41,1,10948,1,1,3,0,1,1,,,0,,,,,,,1.0,0.0,11.0,,,,,,,,,,,,,1.0,0.0,11.0,0,,0
1229379,82250,2013-01-15 21:15:26,32,220,,,31,18040,0,4.5,0,4.78,0.2995,5.01,8,415.21,1,4924,12,110,1,0,1,0,,10298.8,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
153103,10259,2012-11-20 19:49:31,18,129,,,129,26522,4,3.5,0,1.1,0.0009,5.17,31,126.89,0,11507,4,38,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,1.0,0.0,4.0,,,,0,,0
544185,36340,2013-06-22 12:41:02,24,216,,,14,136017,4,4.5,1,1.1,0.0398,0.0,9,66.34,0,9453,1,45,3,0,1,0,,,0,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,0,,0
709754,47489,2013-06-20 16:17:19,24,216,,,219,36200,2,4.5,1,2.08,0.051,0.0,2,124.93,0,25964,1,29,1,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
606771,40532,2013-03-17 18:47:20,5,219,,,219,83212,3,3.5,1,1.79,,5.22,25,169.0,0,1762,2,57,2,0,1,0,-19.1876,904.15,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1309637,87709,2013-06-09 09:51:03,14,100,,,100,127548,2,4.0,1,0.0,,0.0,1,68.65,0,27269,1,39,2,0,1,1,,353.93,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
439402,29446,2013-04-11 09:55:33,5,219,,,219,8962,4,4.0,0,5.59,0.085,5.96,22,488.0,1,4562,2,4,1,3,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1996135,133978,2013-04-26 17:42:43,5,219,,,219,52720,2,3.5,1,2.2,0.3548,4.48,10,99.0,0,26132,1,148,2,0,1,1,,1126.36,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1475965,98970,2013-03-12 21:51:11,17,98,,,39,47308,4,4.0,0,4.33,0.0754,5.31,18,174.37,0,15122,3,8,2,0,1,0,,,0,,,,1.0,0.0,8.0,0.0,0.0,13.0,0.0,0.0,,,0.0,,,,,,,,,,,0,,0
4817830,323302,2013-04-10 18:36:34,5,219,,,219,126899,5,4.5,1,3.87,0.0605,5.72,3,287.0,1,15307,5,21,2,0,1,0,,2491.53,0,,,,0.0,0.0,11.0,0.0,0.0,,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,,0,,0
3876834,260197,2013-03-21 05:15:43,14,100,,,219,66798,4,4.0,1,0.0,0.1594,5.06,3,122.9,0,8969,1,7,2,0,1,1,,388.28,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,192.3,1
4132967,277298,2013-03-19 09:28:57,5,219,,,100,2899,5,5.0,1,4.53,0.157,5.65,19,157.0,1,2142,2,31,1,1,1,1,,475.6,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3331883,223725,2012-11-25 09:54:20,34,205,,,219,5961,4,4.5,1,2.08,0.0229,6.07,18,353.53,0,24460,3,25,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1081793,72206,2013-02-04 17:31:27,5,219,,,219,138600,4,4.5,1,5.87,0.5568,6.01,31,386.0,0,24700,2,179,2,0,1,1,,136.4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
303125,20311,2013-03-31 21:29:09,18,56,,,219,69352,3,4.5,1,2.4,0.0365,4.82,6,105.1,0,13539,1,102,2,2,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1722522,115694,2012-12-23 11:07:12,5,219,,,219,38311,3,4.5,1,1.39,,4.77,13,90.0,0,22984,2,9,2,2,1,0,,1389.45,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,-1.0,0.0,11.0,0,,0
4040856,271111,2013-03-20 15:42:04,5,219,,,219,137248,3,3.0,1,2.77,0.44799999999999995,4.45,3,87.0,0,12852,2,44,2,0,1,1,,202.02,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
4329446,290441,2013-01-17 13:55:30,15,55,,,55,55272,4,3.5,1,4.56,0.406,5.23,3,231.89,0,2194,1,29,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,1.0,,,,,0,,0
4720877,316699,2013-01-05 06:03:15,14,100,,,100,93917,4,4.0,1,2.89,0.1445,5.45,27,116.49,0,9695,1,0,2,2,1,1,,,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
230121,15437,2013-02-22 09:45:58,5,219,,,92,125772,4,4.0,0,3.26,0.0568,4.62,34,94.0,0,14669,6,30,1,0,1,0,,6823.73,0,,,,,,,,,,-1.0,0.0,4.0,-1.0,0.0,5.0,,,,,,,,,,0,,0
799255,53463,2012-11-02 19:50:31,5,219,,,219,21686,3,4.0,1,2.3,0.3444,4.5,3,79.0,0,4377,1,1,2,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,,0
911376,60831,2013-01-23 11:50:06,32,220,,,219,93859,2,3.5,1,1.39,0.009,4.1,4,46.44,1,16888,2,6,2,0,2,0,,7944.11,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,22.0,,,,,,,0.0,0.0,22.0,0,,0
4156333,278871,2013-05-29 21:12:54,5,219,,,219,131599,3,4.5,0,3.37,0.2903,4.82,6,139.0,0,11073,2,30,1,1,1,1,,77.87,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3781654,253993,2013-02-27 17:27:04,5,219,,,219,87352,4,4.0,1,2.2,,4.88,25,135.0,0,11064,1,1,2,0,1,1,,129.33,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2998109,201295,2013-06-03 21:54:27,5,219,,,219,24837,3,4.0,1,0.0,,0.0,29,139.0,0,3934,2,16,2,0,1,0,,387.82,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
677500,45323,2012-11-13 17:28:01,5,219,,,219,126549,4,4.5,1,1.95,0.0221,5.21,15,224.0,1,12736,2,10,2,1,1,1,,67.73,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
276750,18535,2013-03-09 12:43:23,5,219,,,219,36608,3,3.5,0,3.26,0.0636,4.71,4,74.0,1,16858,1,19,2,0,1,1,,44.43,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,33.0,,,,,,,0.0,0.0,6.0,0,,0
438827,29403,2013-03-15 01:29:01,5,99,,,99,66271,4,4.0,1,6.0,0.3744,6.1,8,280.0,0,15650,1,0,1,0,1,1,,,0,0.0,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,,0,,0
742668,49697,2013-06-28 20:18:43,5,219,,,219,100766,2,2.5,1,1.79,0.0214,0.0,12,65.0,0,11468,1,6,2,2,1,1,,627.9,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
1764437,118473,2013-03-10 16:26:07,5,219,,,99,48339,5,4.0,0,5.69,0.0231,6.21,2,1547.0,0,13292,2,20,2,2,1,1,,4162.19,1,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
2292958,153956,2013-04-18 09:54:54,14,100,,,219,45961,3,4.0,1,3.61,0.0259,5.04,8,161.73,0,13870,4,158,2,5,1,0,,1208.88,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3941389,264534,2013-01-10 21:39:51,5,219,,,219,139366,4,4.5,0,5.8,0.6034,6.01,25,248.0,1,24700,4,12,1,1,1,0,,2557.85,0,,,,0.0,0.0,11.0,,,,1.0,0.0,11.0,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1787047,120036,2013-03-20 16:01:17,14,100,,,55,110861,4,4.5,0,2.4,0.0115,4.88,10,76.02,0,20393,1,156,2,2,1,1,,4731.14,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2280790,153127,2013-03-20 11:34:33,22,92,,,14,79077,4,4.5,0,3.33,,5.35,4,100.02,0,14718,1,3,2,0,1,1,,,0,,,,1.0,0.0,19.0,,,,1.0,0.0,8.0,0.0,0.0,,,,,,,,,,,0,,0
1775540,119243,2013-01-16 18:42:04,24,55,,,215,87520,5,0.0,0,2.4,0.0035,5.36,20,82.87,0,9371,3,76,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
2729495,183217,2013-01-19 11:04:38,5,219,,,219,15150,4,5.0,0,4.91,0.3804,5.77,13,219.0,0,25426,2,1,2,0,1,0,,1021.57,0,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,48.0,0,,0
1191636,79652,2013-05-13 15:17:40,5,219,,,219,122582,3,4.5,1,2.2,0.0311,5.19,36,138.0,0,17713,3,10,2,0,1,1,,308.97,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1597441,107353,2013-03-23 19:19:48,5,219,,,219,95208,2,3.0,1,0.69,0.0345,4.47,10,67.0,0,1989,1,5,1,2,1,1,,241.75,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
